Epoch,Example,AutoencodedExample,Accuracy
4,{15.0}+{13.0}<{5.0}-{-15.0}<{4.0}<job_remaining_work_to_complete*{-10.0}/{-12.0}<{11.0}-{2.0}+{-9.0}<{3.0}/{0.0}>{6.0}<{-10.0}>{-12.0}EOS,>machine_cooldown{-15.0}{0.5}-{-12.5}{-11.0}operation_cooldown{3.0}operation_windup{-3.5}{-7.5}{11.0}{13.5}{10.0}{-5.5}{6.5}warehouse_utilization_rate{8.5}){14.5}*{7.0}{13.5}{0.0}{1.5}{-9.0}{-9.5}machine_current_breakdown_rate{14.0}{-14.0}operation_work_required,0.03125
5,{15.0}+{13.0}<{5.0}-{-15.0}<{4.0}<job_remaining_work_to_complete*{-10.0}/{-12.0}<{11.0}-{2.0}+{-9.0}<{3.0}/{0.0}>{6.0}<{-10.0}>{-12.0}EOS,>machine_cooldown{3.5}{0.5}{5.0}+{-11.0}operation_cooldown{3.0}operation_windup{-3.5}{-7.5}{11.0}/{-15.0}{1.5}pair_number_of_alternative_operations{-14.0}{8.5}job_earliness_penalty{14.5}pair_number_of_alternative_operations{7.0}{13.5}{0.0}{11.0}{-9.0}{-7.5}job_earliness_penalty+{-14.0}{-8.0},0.09375
4,{15.0}/{10.0}/{-2.0}*job_relative_deadline*{-4.0}-{-2.0}*{-1.0}+{5.0}-{5.0}-{14.0}-{-10.0}/{-13.0}+{7.0}-{5.0}-{5.0}<{6.0}EOS,job_lateness_penaltymachine_cooldown{6.0}{-0.5}{-11.0}+{-11.0}{-11.0}{-15.0}operation_windup{-3.5}{-7.5}{11.0}job_delivery_relaxation{-10.5}{-3.0}{8.0}{-2.5}{4.0}){-9.5}*job_remaining_work_to_complete{-14.0}{0.0}{1.5}pair_expected_processing_time{-7.5}{-7.5}{14.0}{-7.5}{-6.0},0.0
5,{15.0}/{10.0}/{-2.0}*job_relative_deadline*{-4.0}-{-2.0}*{-1.0}+{5.0}-{5.0}-{14.0}-{-10.0}/{-13.0}+{7.0}-{5.0}-{5.0}<{6.0}EOS,job_lateness_penaltymachine_cooldown{6.0}{-0.5}{-10.5}+{-11.0}job_time_alive{3.0}operation_windup{-3.5}{-7.5}{11.0}{-3.5}{2.0}job_remaining_work_to_complete{8.0}{-5.5}{4.0}){-9.5}pair_number_of_alternative_operationsjob_remaining_work_to_complete{11.5}{0.0}{1.5}{5.0}{-7.5}{-7.5}{14.0}{13.0}{-8.0},0.03125
4,{2.0}*{-13.0}>{0.0}>{-2.0}*{8.0}*{1.0}-{-12.0}>machine_replacement_cooldown-{-2.0}>{0.0}*{-14.0}*{-3.0}>{7.0}>{-14.0}>{13.0}*{3.0}EOS,job_lateness_penalty{-9.0}{-9.5}NULL-{7.5}{-14.5}{11.5}{-15.0}{-6.5}{-3.5}{-7.5}{11.0}/{-10.5}{-8.0}machine_replacement_cooldownwarehouse_utilization_rate{3.5}warehouse_utilization_rate{7.5}{-1.5}job_remaining_work_to_complete{-14.0}{1.0}{1.5}{-9.0}{-7.5}{4.5}{14.0}{-7.5}{-8.5},0.0
5,{2.0}*{-13.0}>{0.0}>{-2.0}*{8.0}*{1.0}-{-12.0}>machine_replacement_cooldown-{-2.0}>{0.0}*{-14.0}*{-3.0}>{7.0}>{-14.0}>{13.0}*{3.0}EOS,job_lateness_penalty{8.0}{-9.5}{4.5}job_delivery_relaxation+{2.0}job_time_alive{-15.0}{-6.5}{-3.5}{-7.5}{11.0}/{-10.5}{12.5}{8.0}warehouse_utilization_rate{3.5}warehouse_utilization_rate{-9.5}*{7.0}{-14.0}{0.0}{11.0}{-9.0}{-7.5}{3.0}{14.0}{-8.0}{-8.5},0.03125
4,{2.0}*{-6.0}*{5.0}+{-5.0}/pair_expected_processing_time+{3.0}-{13.0}/operation_windup+{-7.0}>{1.0}/{-1.0}*{-7.0}*{11.0}+{13.0}+{-3.0}/machine_capacityEOS,job_lateness_penalty{-4.5}{-11.0}machine_cooldown{13.0}{13.5}{-11.0}{11.5}{11.5}job_time_alive{-3.5}*{4.5}/{10.0}{-14.0}{15.0}-{8.5}{-2.5}{-11.5}job_relative_deadline-{9.5}pair_expected_processing_time{1.5}{0.5}{-9.5}job_relative_deadlinejob_remaining_work_to_complete{-8.0}{-8.5},0.03125
5,{2.0}*{-6.0}*{5.0}+{-5.0}/pair_expected_processing_time+{3.0}-{13.0}/operation_windup+{-7.0}>{1.0}/{-1.0}*{-7.0}*{11.0}+{13.0}+{-3.0}/machine_capacityEOS,job_lateness_penalty{-4.5}{-11.0}machine_cooldown{13.0}{13.5}{-14.5}{8.0}{11.5}job_time_alive{-15.0}*{6.0}/{2.0}{-14.0}{8.0}machine_cooldown{8.5}{-2.5}pair_expected_processing_timepair_number_of_alternative_operations-{-11.0}pair_expected_processing_time{1.5}{0.5}{-7.5}job_relative_deadlinejob_remaining_work_to_complete{-8.0}{-8.0},0.03125
4,{2.0}*{-7.0}+{-2.0}<{1.0}/{4.0}/{14.0}-{-13.0}/{9.0}>job_remaining_work_to_complete>{4.0}*{0.0}+{8.0}>{3.0}/{-5.0}>{10.0}/{5.0}EOS,job_lateness_penalty{-9.0}{5.0}{0.5}-{13.5}{-11.0}job_time_aliveoperation_windup{-9.0}{-3.5}{-14.0}{11.0}{-1.5}{10.0}{-14.0}machine_replacement_cooldownwarehouse_utilization_rate{8.5}){7.5}{-1.5}job_remaining_work_to_complete{-14.0}{1.0}{1.5}{-12.0}{-9.5}{4.5}job_remaining_work_to_complete{-14.0}{-8.5},0.0
5,{2.0}*{-7.0}+{-2.0}<{1.0}/{4.0}/{14.0}-{-13.0}/{9.0}>job_remaining_work_to_complete>{4.0}*{0.0}+{8.0}>{3.0}/{-5.0}>{10.0}/{5.0}EOS,job_lateness_penaltymachine_cooldown{14.5}{0.5}job_delivery_relaxation+{-11.0}job_time_alive{12.5}{-4.0}{-3.5}*{11.0}/{10.0}{-14.0}{6.5}warehouse_utilization_rate{4.0}){7.5}{-1.5}{-14.0}{13.5}{0.0}{1.5}{-9.0}{6.0}{4.5}job_remaining_work_to_complete{-14.0}{-8.5},0.0625
4,{2.0}-job_earliness_penalty>job_earliness_penalty*{-5.0}>{4.0}+{5.0}<{-2.0}-{-8.0}<{-5.0}<{-13.0}<job_remaining_work_to_complete/{-13.0}/pair_expected_processing_time+machine_cooldown*{3.0}-{9.0}EOS,job_lateness_penalty{-12.5}{5.0}{0.5}{-11.0}pair_number_of_alternative_machines{-11.0}{-11.0}{3.0}{-6.5}{-3.5}{-7.5}{11.0}{-1.5}{2.0}{-3.0}pair_number_of_alternative_operationswarehouse_utilization_rate{4.0}{-2.5}pair_expected_processing_time{-1.5}job_remaining_work_to_complete{15.0}{0.0}{3.5}pair_expected_processing_time{-9.5}{4.5}{-9.5}{13.0}{-12.5},0.0
5,{2.0}-job_earliness_penalty>job_earliness_penalty*{-5.0}>{4.0}+{5.0}<{-2.0}-{-8.0}<{-5.0}<{-13.0}<job_remaining_work_to_complete/{-13.0}/pair_expected_processing_time+machine_cooldown*{3.0}-{9.0}EOS,job_lateness_penalty{15.0}NULL{0.5}{-9.5}pair_number_of_alternative_machines{-11.0}{-11.0}{3.0}{-6.5}{-3.5}{-7.5}job_remaining_number_of_operations/{2.0}job_remaining_work_to_completepair_number_of_alternative_operations{-14.0}{4.0}{-2.5}pair_expected_processing_time{6.0}{7.0}job_remaining_number_of_operations{0.0}{1.5}{-9.0}{-2.5}{4.5}{-9.5}{13.0}{-8.0},0.0
4,{2.0}/{5.0}>{1.0}+{-4.0}+{7.0}/operation_cooldown<{13.0}<{-11.0}>{5.0}-pair_number_of_alternative_machines*{13.0}+{-13.0}-{-4.0}/{-7.0}/{-5.0}-{12.0}EOS,job_lateness_penalty{-12.5}{5.0}NULL{13.0}{13.5}{-11.0}{3.0}{-15.0}{-9.0}{-3.5}{-10.5}{11.0}{-1.5}{-10.5}{2.0}{3.5}warehouse_utilization_rate{4.0}){-11.5}*job_remaining_work_to_complete{11.5}pair_expected_processing_time{1.5}{-12.0}{-9.5}machine_current_breakdown_rate{14.0}{-7.5}operation_work_required,0.03125
5,{2.0}/{5.0}>{1.0}+{-4.0}+{7.0}/operation_cooldown<{13.0}<{-11.0}>{5.0}-pair_number_of_alternative_machines*{13.0}+{-13.0}-{-4.0}/{-7.0}/{-5.0}-{12.0}EOS,job_lateness_penaltymachine_cooldown{5.0}{0.5}{13.0}pair_number_of_alternative_machines{-11.0}machine_cooldown{-15.0}operation_windup{-3.5}+job_remaining_number_of_operations{-1.5}{2.0}{12.5}{8.0}warehouse_utilization_rate{10.0}{-2.5}{-11.5}*job_remaining_work_to_complete{13.5}{0.0}{1.5}{-9.0}{-2.5}machine_current_breakdown_rate{14.0}{-7.5}operation_work_required,0.03125
4,{2.0}<{-2.0}/{8.0}*{-3.0}*{14.0}+{7.0}-job_remaining_work_to_complete+{3.0}*{15.0}<job_remaining_work_to_complete+{-12.0}/job_remaining_number_of_operations+{11.0}<pair_number_of_alternative_machines<machine_capacity+{8.0}EOS,job_lateness_penaltymachine_cooldown{6.0}{0.5}job_time_alive+{-11.0}operation_cooldown{3.0}{-9.0}{-3.5}{-7.5}{11.0}{-1.5}{-11.0}{12.5}{15.0}machine_cooldown{8.5})operation_work_requiredpair_number_of_alternative_operationsjob_remaining_work_to_complete{-14.0}{0.0}{3.5}{-3.5}{-9.5}{4.5}{14.0}{-14.0}{-8.5},0.03125
5,{2.0}<{-2.0}/{8.0}*{-3.0}*{14.0}+{7.0}-job_remaining_work_to_complete+{3.0}*{15.0}<job_remaining_work_to_complete+{-12.0}/job_remaining_number_of_operations+{11.0}<pair_number_of_alternative_machines<machine_capacity+{8.0}EOS,job_lateness_penaltymachine_cooldown{6.0}{0.5}{-10.5}+{-11.0}operation_cooldown{3.0}{-6.5}{-3.5}{-7.5}{2.5}/{-11.0}{12.5}{15.0}machine_cooldown{8.5})pair_expected_processing_timepair_number_of_alternative_operations{7.0}{-14.0}{0.0}{3.5}job_earliness_penalty{-9.5}{3.0}job_remaining_work_to_complete{-14.0}{-8.0},0.03125
4,{2.0}>operation_windup>job_relative_deadline*{14.0}*warehouse_utilization_rate-{2.0}+{8.0}*job_delivery_relaxation+{-2.0}-{1.0}>{-1.0}<job_relative_deadline/job_relative_deadline*{6.0}>{0.0}+{-9.0}EOS,job_lateness_penalty{-12.5}{6.0}machine_cooldown{-11.0}{7.5}{-14.5}{-11.0}{10.0}operation_windup{-3.5}{-7.5}{11.0}{13.5}{-15.0}{2.0}{6.5}warehouse_utilization_rate{0.0}){7.5}*job_remaining_work_to_complete{13.5}{0.0}{1.5}pair_expected_processing_time{-9.5}{4.5}{14.0}{-7.5}operation_work_required,0.0
5,{2.0}>operation_windup>job_relative_deadline*{14.0}*warehouse_utilization_rate-{2.0}+{8.0}*job_delivery_relaxation+{-2.0}-{1.0}>{-1.0}<job_relative_deadline/job_relative_deadline*{6.0}>{0.0}+{-9.0}EOS,job_lateness_penaltymachine_cooldown{6.0}machine_cooldown{-11.0}+{-14.5}{-11.0}{10.0}operation_windup{-15.0}{-7.5}job_remaining_number_of_operations/{2.0}{12.5}{6.5}warehouse_utilization_rate{0.0}{-2.5}{1.0}*{-12.5}{13.5}{0.0}{11.0}{-9.0}{-2.5}{4.5}{14.0}{-14.0}{-8.0},0.0
4,{2.0}>{6.0}<operation_work_required/pair_number_of_alternative_machines>warehouse_utilization_rate*{-4.0}>{-1.0}<{12.0}-{-5.0}/{6.0}*job_delivery_relaxation>{2.0}*{12.0}-pair_number_of_alternative_operations/{1.0}+job_relative_deadlineEOS,job_lateness_penalty{-12.5}NULLmachine_cooldownjob_time_alive{13.0}{-11.0}operation_cooldown{-15.0}{7.5}{-3.5}{-7.5}{11.0}{-1.5}{-10.5}{-5.5}{15.0}{-14.0}{4.0}){-9.5}{-3.5}job_remaining_work_to_complete{-14.0}{0.0}{1.5}pair_expected_processing_time{-9.5}{4.5}{12.0}{-14.0}{-5.0},0.0
5,{2.0}>{6.0}<operation_work_required/pair_number_of_alternative_machines>warehouse_utilization_rate*{-4.0}>{-1.0}<{12.0}-{-5.0}/{6.0}*job_delivery_relaxation>{2.0}*{12.0}-pair_number_of_alternative_operations/{1.0}+job_relative_deadlineEOS,job_lateness_penaltymachine_cooldownNULLmachine_cooldownjob_time_alive{13.0}{-11.0}operation_cooldown{-15.0}{-6.5}{-3.5}{-7.5}job_remaining_number_of_operations{-1.5}{-10.5}{-5.5}{15.0}{-14.0}{4.0}){-9.5}/job_remaining_work_to_complete{-14.0}{0.0})job_earliness_penalty{-9.5}<{12.0}{-14.0}{-8.0},0.0
4,{3.0}+{-10.0}>{-14.0}+{-6.0}-machine_replacement_cooldown-{-11.0}-{2.0}/{13.0}<{-6.0}+{-1.0}<job_relative_deadline-machine_capacity>job_relative_deadline-{12.0}<{-8.0}/{7.0}EOS,job_lateness_penalty{-4.5}NULL{0.5}-{9.5}{-11.0}{-11.0}{12.5}{-4.0}{-3.5}{-7.5}{11.0}{13.5}{10.0}{-5.5}{15.0}warehouse_utilization_rate{8.5}{-2.5}{-11.5}pair_number_of_alternative_operationsjob_remaining_work_to_complete{13.5}{0.0}{1.5}{-9.0}{-9.5}<{14.0}{-14.0}{3.5},0.0
5,{3.0}+{-10.0}>{-14.0}+{-6.0}-machine_replacement_cooldown-{-11.0}-{2.0}/{13.0}<{-6.0}+{-1.0}<job_relative_deadline-machine_capacity>job_relative_deadline-{12.0}<{-8.0}/{7.0}EOS,job_lateness_penalty{-4.5}NULL{-0.5}-+{-11.0}{-11.0}{3.0}{-4.0}{-3.5}{-7.5}job_remaining_number_of_operations/{10.0}{12.5}{15.0}{-14.0}{8.5}{-2.5}{-11.5}pair_number_of_alternative_operationsjob_remaining_work_to_complete{13.5}{0.0}{1.5}{-9.0}{-7.5}<job_remaining_work_to_complete{-14.0}{-8.0},0.0625
4,{3.0}+{11.0}>job_relative_deadline-{-8.0}>job_relative_deadline*operation_cooldown+{-7.0}>job_remaining_number_of_operations*{5.0}-pair_number_of_alternative_operations+{-9.0}-{2.0}<{12.0}>{11.0}+machine_cooldown-{-9.0}EOS,job_lateness_penaltymachine_cooldown{6.0}{0.5}-{13.0}{-11.0}{-11.0}{-15.0}{-6.5}{-3.5}{-7.5}{11.0}{-1.5}{-4.0}{12.5}{15.0}{-14.0}{8.5}){12.5}{-1.5}{7.0}{-14.0}{0.0}{1.5}{-12.0}{-9.5}{4.5}{14.0}{-14.0}{-8.5},0.0
5,{3.0}+{11.0}>job_relative_deadline-{-8.0}>job_relative_deadline*operation_cooldown+{-7.0}>job_remaining_number_of_operations*{5.0}-pair_number_of_alternative_operations+{-9.0}-{2.0}<{12.0}>{11.0}+machine_cooldown-{-9.0}EOS,job_lateness_penaltymachine_cooldown{6.0}{0.5}{-13.5}+{-11.0}machine_current_breakdown_rate{12.5}{-6.5}{-3.5}{-7.5}job_remaining_number_of_operations{-1.5}{-4.0}{12.5}{6.5}{-14.0}{8.5}{3.0}job_earliness_penaltypair_number_of_alternative_operations{7.0}{13.5}{0.0}{1.5}job_time_alive{-2.5}{4.5}{14.0}{-14.0}{-8.0},0.0
4,{3.0}-{13.0}*{-14.0}>{1.0}>{13.0}*job_earliness_penalty>{12.0}-{-14.0}+{-15.0}/{-1.0}>{11.0}-{6.0}>{0.0}+{-6.0}*operation_work_required>{4.0}EOS,job_lateness_penalty{-9.0}{-9.5}{0.5}-{13.5}{-11.0}{-11.0}{10.0}operation_windup{-15.0}{-7.5}{11.0}{13.5}{-4.0}{-5.5}{15.0}warehouse_utilization_rate{8.5}{-2.5}{-0.5}{-1.5}job_remaining_work_to_complete{-14.0}{0.0}{1.5}pair_expected_processing_time{-9.5}{4.5}{-9.5}{13.0}{-7.5},0.03125
5,{3.0}-{13.0}*{-14.0}>{1.0}>{13.0}*job_earliness_penalty>{12.0}-{-14.0}+{-15.0}/{-1.0}>{11.0}-{6.0}>{0.0}+{-6.0}*operation_work_required>{4.0}EOS,job_lateness_penaltymachine_cooldownNULL{0.5}-{13.5}{-11.0}{-11.0}{10.0}operation_windup{-15.0}{-7.5}{11.0}{-1.5}{8.0}job_remaining_work_to_complete{15.0}machine_cooldown{8.5}{-2.5}{-0.5}{10.5}{7.0}{-14.0}{0.0}{1.5}{-9.0}{-2.5}{4.5}{12.5}{-1.5}>,0.03125
4,{3.0}/operation_work_required<machine_replacement_cooldown-{15.0}-{-2.0}<{10.0}*{12.0}/{-4.0}*{13.0}<{8.0}>job_earliness_penalty<machine_cooldown>job_lateness_penalty>{3.0}>pair_expected_processing_time-{14.0}EOS,job_lateness_penaltymachine_cooldown{5.0}NULL{-11.0}{-12.5}{-11.0}{-11.0}{10.0}{7.5}{-3.5}{-7.5}{11.0}{-1.5}{10.0}{-5.5}{6.5}warehouse_utilization_rate{4.0}){7.5}{10.5}job_remaining_work_to_complete{-7.0}{-14.5}{1.5}{-9.0}{-9.5}{3.0}{14.0}{-7.5}warehouse_utilization_rate,0.0
5,{3.0}/operation_work_required<machine_replacement_cooldown-{15.0}-{-2.0}<{10.0}*{12.0}/{-4.0}*{13.0}<{8.0}>job_earliness_penalty<machine_cooldown>job_lateness_penalty>{3.0}>pair_expected_processing_time-{14.0}EOS,job_lateness_penaltymachine_cooldown{5.0}{0.5}{-11.0}{-12.5}{-11.0}job_time_alive{10.0}{7.5}{-3.5}{-7.5}{11.0}/{-10.5}{-5.5}{6.5}warehouse_utilization_rate{10.0}{3.0}{7.5}{10.5}job_remaining_work_to_complete{-7.0}{0.0}{1.5}{-9.0}{-10.5}{3.0}{14.0}{13.0}>,0.03125
4,{3.0}/{-12.0}<{7.0}+{8.0}<{5.0}/{8.0}<{-8.0}<job_remaining_work_to_complete+{2.0}+{-4.0}*{0.0}<{13.0}<{8.0}+pair_expected_work_power<{0.0}*{10.0}EOS,job_lateness_penalty{-12.5}{1.5}machine_cooldown{-11.0}{13.0}{-11.0}{-11.0}{10.0}{-4.0}{-15.0}*{11.0}job_delivery_relaxation{10.0}{-5.5}{14.5}warehouse_utilization_rate{3.5}){-3.0}*job_remaining_work_to_complete{9.5}pair_expected_processing_time{1.5}{-9.0}{-9.5}{-7.5}{12.0}{-7.5}{-9.5},0.0
5,{3.0}/{-12.0}<{7.0}+{8.0}<{5.0}/{8.0}<{-8.0}<job_remaining_work_to_complete+{2.0}+{-4.0}*{0.0}<{13.0}<{8.0}+pair_expected_work_power<{0.0}*{10.0}EOS,job_lateness_penalty{-4.0}pair_number_of_alternative_machinesmachine_cooldown){13.5}{-11.0}{11.5}{3.0}{-4.0}{-15.0}{-7.5}{11.0}/{-6.0}{-5.5}{14.5}warehouse_utilization_rate{3.5}){-3.0}operation_work_required{-14.0}{9.5}pair_expected_processing_time{11.0}{-9.0}{-9.5}{3.0}{14.0}{-7.5}<,0.0
4,{4.0}*operation_work_required>{2.0}>{-9.0}>{-5.0}>{7.0}+{14.0}>{-3.0}*{-1.0}>{-9.0}>{4.0}+{5.0}+{3.0}-{10.0}+{7.0}-{7.0}EOS,job_lateness_penalty{-9.0}{-9.5}NULL-pair_number_of_alternative_machines{-11.0}{-11.0}{-15.0}{-6.5}{-3.5}{-7.5}{11.0}{13.5}{-4.0}{-5.5}{3.5}warehouse_utilization_rate{8.5}){-9.5}*job_remaining_work_to_complete{9.5}{0.0}{11.0}{5.0}{-7.5}{4.5}{14.0}{-14.0}>,0.0
5,{4.0}*operation_work_required>{2.0}>{-9.0}>{-5.0}>{7.0}+{14.0}>{-3.0}*{-1.0}>{-9.0}>{4.0}+{5.0}+{3.0}-{10.0}+{7.0}-{7.0}EOS,job_lateness_penaltymachine_cooldown{-9.0}NULLoperation_work_required+{-11.0}{-11.0}{9.0}{-6.5}{-3.5}{-7.5}job_remaining_number_of_operations/{2.0}job_remaining_work_to_complete{3.5}{-14.0}(){-9.5}{10.5}job_remaining_work_to_complete{13.5}{0.0}{11.0}{5.0}{-7.5}{4.5}{14.0}{-14.0}>,0.0
4,{4.0}*{10.0}*{-5.0}>{-5.0}*{8.0}>{11.0}-{-1.0}>{15.0}/job_remaining_number_of_operations>{4.0}*{10.0}-{0.0}*{9.0}>pair_expected_work_power<{5.0}-operation_cooldownEOS,job_lateness_penaltymachine_cooldown{-15.0}NULL{-11.0}pair_number_of_alternative_machines{-11.0}{-11.0}{-15.0}{-6.5}{-3.5}{-7.5}{11.0}{-1.5}{-10.5}{5.5}{15.0}warehouse_utilization_rate{8.5}warehouse_utilization_rate{-9.5}{10.5}job_remaining_work_to_complete{-14.0}pair_expected_processing_time{1.5}{-9.0}{-9.5}{3.0}{-9.5}{-7.5}{-8.5},0.0
5,{4.0}*{10.0}*{-5.0}>{-5.0}*{8.0}>{11.0}-{-1.0}>{15.0}/job_remaining_number_of_operations>{4.0}*{10.0}-{0.0}*{9.0}>pair_expected_work_power<{5.0}-operation_cooldownEOS,job_lateness_penaltymachine_cooldown{14.5}{4.5}{-11.0}+{-11.0}machine_cooldown{9.0}{-6.5}{-3.5}{-7.5}job_remaining_number_of_operations{-3.5}EOSjob_remaining_work_to_complete{8.0}warehouse_utilization_rate{8.5}warehouse_utilization_rate{-9.5}{10.5}{-14.0}{13.5}pair_expected_processing_time{9.5}{-9.0}{-7.5}{3.0}{-9.5}{-7.5}>,0.0
4,{4.0}+pair_expected_processing_time-{-2.0}-{-8.0}-{13.0}*{-13.0}-{13.0}*{3.0}/{4.0}*job_remaining_work_to_complete+{5.0}+pair_number_of_alternative_machines>{14.0}<{15.0}*{6.0}*{-7.0}EOS,job_lateness_penalty{-12.5}{5.0}{0.5}-{13.5}{-11.0}{-11.0}{3.0}operation_windup{-3.5}{-7.5}{11.0}{-1.5}{10.0}{-14.0}{15.0}warehouse_utilization_rate{8.5}{-2.5}{7.5}job_relative_deadlinejob_remaining_work_to_complete{13.5}pair_expected_processing_time{1.5}{-9.0}{-9.5}{4.5}{-9.5}{-7.5}operation_work_required,0.0
5,{4.0}+pair_expected_processing_time-{-2.0}-{-8.0}-{13.0}*{-13.0}-{13.0}*{3.0}/{4.0}*job_remaining_work_to_complete+{5.0}+pair_number_of_alternative_machines>{14.0}<{15.0}*{6.0}*{-7.0}EOS,job_lateness_penaltymachine_cooldown{14.5}{0.5}-{13.5}{-11.0}{-11.0}{3.0}{-6.5}{-3.5}+job_remaining_number_of_operations{-1.5}{10.0}{-14.0}{15.0}warehouse_utilization_rate{8.5}{-2.5}{14.5}{-3.5}job_remaining_work_to_complete{13.5}pair_expected_processing_time{1.5}{-9.0}{-2.5}{4.5}{-9.5}{-7.5}{-8.0},0.0
4,{4.0}-job_relative_deadline+{4.0}/operation_cooldown*job_lateness_penalty/operation_work_required+{-6.0}>warehouse_utilization_rate+{13.0}-machine_current_breakdown_rate<{-11.0}/{-10.0}+{-11.0}+{-3.0}>{0.0}+{12.0}EOS,job_lateness_penalty{-12.5}{6.0}job_time_alive{-11.0}{9.5}{12.5}{-11.0}{10.0}{-9.0}{-3.5}{-7.5}{11.0}job_delivery_relaxation{-4.0}{-5.5}{6.5}{-14.0}{10.0})pair_expected_processing_time*job_remaining_work_to_complete{13.5}{0.0}{11.0}{4.0}{-9.5}{4.5}{14.0}{-14.0}>,0.0
5,{4.0}-job_relative_deadline+{4.0}/operation_cooldown*job_lateness_penalty/operation_work_required+{-6.0}>warehouse_utilization_rate+{13.0}-machine_current_breakdown_rate<{-11.0}/{-10.0}+{-11.0}+{-3.0}>{0.0}+{12.0}EOS,job_lateness_penaltymachine_cooldown{6.0}{-0.5}){13.5}{9.5}machine_cooldown{3.0}{-4.0}{-3.5}{-7.5}{11.0}/{-4.0}{12.5}{6.5}{-14.0}{10.0})pair_expected_processing_timepair_number_of_alternative_operationsjob_remaining_work_to_complete{13.5}{0.0}{11.0}{4.0}{-7.5}{4.5}{12.5}{-14.0}>,0.0
4,{4.0}-{11.0}/{-1.0}>{7.0}+{-2.0}>{-10.0}>{11.0}>{-12.0}>{-12.0}-{12.0}<job_relative_deadline+{12.0}+operation_cooldown<job_relative_deadline+{7.0}-{-11.0}EOS,job_lateness_penalty>{-15.0}{0.5}{-11.0}+{12.5}*{-15.0}{-9.0}{-3.5}{12.5}{11.0}{13.5}{-4.0}{1.0}machine_replacement_cooldownwarehouse_utilization_rate{8.5}{-2.5}{7.5}{-3.5}job_remaining_work_to_complete{-1.5}{0.0}{11.0}<{-7.5}{4.5}{14.0}{-14.0}{-5.0},0.03125
5,{4.0}-{11.0}/{-1.0}>{7.0}+{-2.0}>{-10.0}>{11.0}>{-12.0}>{-12.0}-{12.0}<job_relative_deadline+{12.0}+operation_cooldown<job_relative_deadline+{7.0}-{-11.0}EOS,job_lateness_penaltymachine_cooldown{-15.0}{0.5})+{12.5}({3.0}{-9.0}{-3.5}+operation_cooldown+{-4.0}{1.0}{6.5}{-1.5}{8.5})job_earliness_penalty{-3.5}job_remaining_work_to_complete{11.5}{0.0}{11.0}<{-7.5}<{14.0}{-14.0}>,0.0
4,{4.0}/{-2.0}*{-12.0}<{10.0}+job_lateness_penalty*{-11.0}+pair_expected_processing_time>pair_expected_processing_time<{7.0}+{-14.0}+{-11.0}-job_remaining_work_to_complete>{-7.0}<{14.0}*pair_expected_processing_time*machine_capacityEOS,job_lateness_penalty{-12.5}{-11.0}{-3.0}{-11.0}pair_number_of_alternative_machines{-11.0}{-11.0}{10.0}{-9.0}{-3.5}{-7.5}{11.0}{13.5}{10.0}{12.5}{15.0}warehouse_utilization_rate{8.5}){-9.5}job_relative_deadlinejob_remaining_work_to_complete{-14.0}{-13.0}{1.5}<{-9.5}{4.5}{-9.5}{13.0}{-7.5},0.03125
5,{4.0}/{-2.0}*{-12.0}<{10.0}+job_lateness_penalty*{-11.0}+pair_expected_processing_time>pair_expected_processing_time<{7.0}+{-14.0}+{-11.0}-job_remaining_work_to_complete>{-7.0}<{14.0}*pair_expected_processing_time*machine_capacityEOS,job_lateness_penaltymachine_cooldown{-11.0}{-3.0}{-11.0}pair_number_of_alternative_machines{-11.0}job_time_alive{3.0}{-6.5}{-3.5}{-7.5}job_remaining_number_of_operations/{10.0}{12.5}{15.0}operation_work_required{8.5}{3.0}{-0.5}pair_number_of_alternative_operationsjob_remaining_work_to_complete{-14.0}{0.0}{1.5}{5.0}{-9.5}{4.5}{-9.5}{-1.5}{-8.0},0.03125
4,{4.0}/{6.0}*{-8.0}+{-10.0}-{14.0}*{13.0}>{-10.0}+operation_cooldown*{12.0}*{10.0}+{9.0}/{-13.0}*{9.0}/operation_work_required>machine_current_breakdown_rate>operation_windupEOS,job_lateness_penalty{-12.5}{6.0}{0.5}-{13.5}{-11.0}{10.5}{3.0}{-4.0}{-3.5}{-7.5}{11.0}{-1.5}{9.5}{-9.0}{14.5}{-14.0}{4.0}){7.5}job_relative_deadlinejob_remaining_work_to_complete{11.5}{0.0}{1.5}{-9.0}{-9.5}{4.5}{14.0}{-7.5}warehouse_utilization_rate,0.03125
5,{4.0}/{6.0}*{-8.0}+{-10.0}-{14.0}*{13.0}>{-10.0}+operation_cooldown*{12.0}*{10.0}+{9.0}/{-13.0}*{9.0}/operation_work_required>machine_current_breakdown_rate>operation_windupEOS,job_lateness_penaltymachine_cooldown{14.5}{0.5}-{13.5}{-11.0}{10.5}{3.0}{-4.0}{-3.5}+job_remaining_number_of_operations{-1.5}{-6.0}job_remaining_work_to_complete{14.5}{-14.0}{4.0}){7.5}operation_work_required-{13.5}{0.0}{1.5}{-9.0}{-2.5}{-2.0}{14.0}{-7.5}{-8.0},0.0
