Epoch,Example,AutoencodedExample,Accuracy
5,{12.0}/{14.0}<{6.0}+{2.0}<{-11.0}*{-11.0}*{8.0}+{0.0}>{-3.0}/{-11.0}>{-9.0}/{-6.0}*{-13.0}>{-7.0}+{2.0}+{-14.0}EOS,machine_cooldown<{8.0}{-6.0}{12.0}job_time_aliveNULL{6.0}{-3.0}{7.5}job_earliness_penalty{-6.0}{1.0}>operation_work_requiredoperation_cooldownmachine_cooldownNULL{-12.5}{12.5}{-12.0}{1.0}{11.0}operation_work_requiredjob_earliness_penalty{-13.0}{3.0}{-9.5}{-2.5}{-4.0}{10.0}EOS,0.03125
4,{12.0}<{-14.0}>{9.0}/{10.0}/{-7.0}<{-3.0}/{0.0}<job_remaining_work_to_complete+{-4.0}*{-5.0}-{-2.0}>{-2.0}<{12.0}+{-7.0}-{5.0}<{-11.0}EOS,pair_number_of_alternative_machinesjob_lateness_penalty{8.0}{-6.0}{12.0}job_time_aliveNULL{-12.5}{6.0}{-6.5}{-6.5}{-6.0}{1.0}{-12.5}operation_work_required{-6.0}{6.0}pair_expected_processing_time{-12.5}{4.0}{-12.0}{3.5}{11.0}job_relative_deadlineoperation_windup{6.5}{3.0}job_lateness_penalty{14.0}{-4.0}job_earliness_penalty{-15.0},0.0
5,{12.0}<{-14.0}>{9.0}/{10.0}/{-7.0}<{-3.0}/{0.0}<job_remaining_work_to_complete+{-4.0}*{-5.0}-{-2.0}>{-2.0}<{12.0}+{-7.0}-{5.0}<{-11.0}EOS,pair_number_of_alternative_machinesjob_lateness_penalty{8.0}{-6.0}{12.0}{10.5}NULL{-12.5}{6.0}{-6.5}{-6.5}{-6.0}{1.0}{-9.5}operation_work_requiredoperation_cooldown{6.0}machine_capacity{-12.5}{9.5}{-12.0}{1.0}{11.0}job_relative_deadlineoperation_windupmachine_capacity{-1.5}*{14.0}{-4.0}job_earliness_penalty{-15.0},0.0
4,{12.0}<{-4.0}>{-11.0}*{1.0}-pair_number_of_alternative_operations>{4.0}-pair_number_of_alternative_machines/{8.0}/{1.0}-pair_number_of_alternative_machines>machine_capacity>warehouse_utilization_rate*pair_number_of_alternative_operations>{9.0}-{-7.0}-{-2.0}EOS,pair_number_of_alternative_machines{-6.5}{8.0}{-14.5}{12.0}{6.5}{-4.5}{6.0}{6.0}{12.5}{-9.5}{-7.0}pair_number_of_alternative_operations{-2.0}operation_work_required{-6.0}machine_cooldownNULL{-12.5}{4.0}{-12.0}{1.0}>operation_work_required{4.5}+{3.0}{-9.5}{-2.5}{-4.0}{2.5}{-15.0},0.0
5,{12.0}<{-4.0}>{-11.0}*{1.0}-pair_number_of_alternative_operations>{4.0}-pair_number_of_alternative_machines/{8.0}/{1.0}-pair_number_of_alternative_machines>machine_capacity>warehouse_utilization_rate*pair_number_of_alternative_operations>{9.0}-{-7.0}-{-2.0}EOS,>job_lateness_penalty{8.0}{-14.5}{12.0}job_earliness_penalty{-7.5}{6.0}{6.0}{12.5}{-9.5}{-7.0}{-2.0}operation_work_requiredoperation_work_required{-6.0}job_lateness_penaltymachine_capacity{-12.5}{-1.5}{-12.0}{1.0}>operation_work_required{4.5}{6.5}{3.0}{-9.5}{-2.5}{-4.0}>{-15.0},0.0
4,{12.0}<{13.0}*warehouse_utilization_rate+machine_cooldown*{-8.0}<{5.0}>{3.0}-{10.0}+{-12.0}+{1.0}>{4.0}+{-2.0}/{13.0}>{0.0}/{-9.0}-{-3.0}EOS,pair_number_of_alternative_machines{-0.5}{8.0}{-6.0}{12.0}{14.0}{-1.5}>{-3.0}<{2.0}operation_work_requiredmachine_capacitymachine_replacement_cooldown{6.5}{-6.0}{5.0}{-7.0}{-12.5}{12.5}{-12.0}{1.0}{4.5}operation_work_requiredpair_expected_processing_time{6.5}{3.0}{-9.5}{12.5}{10.5}job_earliness_penalty{10.0},0.03125
5,{12.0}<{13.0}*warehouse_utilization_rate+machine_cooldown*{-8.0}<{5.0}>{3.0}-{10.0}+{-12.0}+{1.0}>{4.0}+{-2.0}/{13.0}>{0.0}/{-9.0}-{-3.0}EOS,pair_number_of_alternative_machines{-0.5}{8.0}{-6.0}{12.0}{14.0}{14.0}>{-3.0}<{2.0}operation_work_requiredmachine_capacitypair_number_of_alternative_machines{5.5}{-13.0}{9.5}{-12.5}{-12.5}EOS{-12.0}{1.0}{4.5}operation_work_requiredoperation_cooldown{6.5}{3.0}{-9.5}machine_cooldown{10.5}job_earliness_penalty{-13.5},0.03125
4,{12.0}>machine_current_breakdown_rate/{-3.0}>{-5.0}+{13.0}<{-5.0}<{-3.0}*{4.0}/operation_windup*{2.0}>{13.0}>{-7.0}*job_time_alive>{1.0}>job_delivery_relaxation/operation_work_requiredEOS,pair_number_of_alternative_machines{-6.5}{8.0}{-14.5}{12.0}job_earliness_penalty{-14.0}{6.0}operation_windup{7.5}machine_capacity{-6.0}machine_capacity>operation_work_required{-6.0}{5.0}{6.5}{-12.5}{12.5}{-12.0}{1.0}{11.0}operation_work_requiredpair_expected_processing_time{6.5}{3.0}{-9.5}{-2.5}{10.5}{2.5}EOS,0.03125
5,{12.0}>machine_current_breakdown_rate/{-3.0}>{-5.0}+{13.0}<{-5.0}<{-3.0}*{4.0}/operation_windup*{2.0}>{13.0}>{-7.0}*job_time_alive>{1.0}>job_delivery_relaxation/operation_work_requiredEOS,pair_number_of_alternative_machines<{8.0}{-6.0}{12.0}job_earliness_penaltyNULLmachine_replacement_cooldownoperation_windupEOS{4.0}{-6.0}machine_capacitymachine_cooldownoperation_work_required{-6.0}machine_cooldown{6.5}{-12.5}EOS{-6.5}{1.0}{11.0}operation_work_required{13.0}{6.5}{3.0}{-9.5}machine_cooldown{10.5}job_earliness_penaltyEOS,0.03125
4,{12.0}>{-1.0}<job_lateness_penalty-{-4.0}+{-8.0}+pair_expected_processing_time-machine_cooldown*{14.0}/{-13.0}/{-10.0}-pair_number_of_alternative_operations*job_remaining_work_to_complete-{15.0}<{6.0}+{-9.0}+{13.0}EOS,pair_number_of_alternative_machines{-6.5}{8.0}{-5.0}{-13.5}job_earliness_penalty{-4.5}){-7.0}{-8.5}{-9.5}{-6.0}<machine_cooldownoperation_work_required{-6.0}machine_cooldownNULL{-12.5}{2.5}{-12.0}{1.0}{11.0}operation_work_requiredpair_expected_processing_time{6.5}{3.0}{-9.5}{-2.5}{14.0}{2.5}{4.0},0.0
5,{12.0}>{-1.0}<job_lateness_penalty-{-4.0}+{-8.0}+pair_expected_processing_time-machine_cooldown*{14.0}/{-13.0}/{-10.0}-pair_number_of_alternative_operations*job_remaining_work_to_complete-{15.0}<{6.0}+{-9.0}+{13.0}EOS,pair_number_of_alternative_machines{-6.5}{8.0}NULL{12.0}job_earliness_penaltyjob_lateness_penalty{10.0}{-7.0}EOS{4.0}{-6.0}{14.0}machine_cooldownoperation_work_required{-13.0}machine_cooldownNULL{-12.5}{2.5}{-12.0}{1.0}{-9.5}operation_work_required{13.0}{6.5}{-9.0}{-9.5}machine_cooldownoperation_work_requiredjob_earliness_penalty{4.0},0.0
4,{12.0}>{3.0}-pair_number_of_alternative_operations/{7.0}>{6.0}/machine_capacity<{-15.0}<{-15.0}+{-6.0}*{-14.0}*{-1.0}>{14.0}*{-11.0}>{12.0}<{7.0}*{-1.0}EOS,pair_number_of_alternative_machineswarehouse_utilization_rate{8.0}{-6.0}{12.0}{-4.0}NULL<{-3.0}{7.5}job_earliness_penalty+{14.0}>operation_work_required{-6.5}{5.0}machine_capacity{-12.5}<{-12.0}{-7.5}>operation_work_required{13.0}{7.5}{4.0}{-9.5}{-2.5}{-4.0}>{-15.0},0.0
5,{12.0}>{3.0}-pair_number_of_alternative_operations/{7.0}>{6.0}/machine_capacity<{-15.0}<{-15.0}+{-6.0}*{-14.0}*{-1.0}>{14.0}*{-11.0}>{12.0}<{7.0}*{-1.0}EOS,>warehouse_utilization_rate{8.0}{-6.0}*{14.5}NULLmachine_replacement_cooldown{6.0}{7.5}job_earliness_penalty{7.0}{14.0}>operation_work_requiredpair_expected_work_powermachine_cooldownmachine_capacity{-12.5}{12.5}{-12.0}{-7.5}>operation_work_required{13.0}machine_capacity{4.0}{-9.5}{-2.5}{-4.0}>{1.0},0.03125
4,{13.0}*{-13.0}/{-3.0}>{3.0}>{11.0}*{-6.0}/pair_number_of_alternative_machines+{-15.0}+{8.0}<{11.0}/{-5.0}+{14.0}+{2.0}<{6.0}>{-1.0}*job_remaining_number_of_operationsEOS,pair_number_of_alternative_machines{-6.5}{8.0}{-6.5}{-3.0}job_earliness_penalty{-4.5}>{-3.0}{12.5}{10.5}{-6.0}{14.0}{5.5}{14.5}{-6.0}{-12.5}job_delivery_relaxation{-12.5}{12.5}{-12.0}{1.0}{11.0}operation_work_requiredpair_expected_processing_time{-13.0}{3.0}{11.0}{-2.5}{-4.0}{10.0}{10.0},0.0625
5,{13.0}*{-13.0}/{-3.0}>{3.0}>{11.0}*{-6.0}/pair_number_of_alternative_machines+{-15.0}+{8.0}<{11.0}/{-5.0}+{14.0}+{2.0}<{6.0}>{-1.0}*job_remaining_number_of_operationsEOS,pair_number_of_alternative_machinespair_number_of_alternative_operations{8.0}{-6.5}job_time_alivejob_earliness_penalty{-4.5}>{6.0}{12.5}{10.5}{7.0}{14.0}{5.5}{14.5}{-13.0}job_lateness_penaltypair_expected_processing_time{-12.5}job_relative_deadline{-12.0}{1.0}{-9.5}operation_work_required{4.5}{-13.0}{3.0}{3.5}{-2.5}{-4.0}{10.0}{4.0},0.03125
4,{13.0}*{2.0}+{-10.0}/{-8.0}/pair_expected_work_power<{-10.0}/{13.0}<{-12.0}>{-7.0}*{15.0}-{-13.0}-{-2.0}>{5.0}*{-3.0}-{11.0}-operation_work_requiredEOS,pair_number_of_alternative_machinesjob_lateness_penalty{8.0}{-6.5}{12.0}NULL{-10.0}machine_replacement_cooldown{-3.0}{7.5}{5.5}{13.5}{14.0}>operation_work_required{-6.0}{0.5}pair_expected_processing_time{-12.5}EOS{-12.0}{1.0}{-11.0}{9.0}{-9.0}{7.5}{3.0}{-9.5}{-2.5}{10.5}{10.0}EOS,0.03125
5,{13.0}*{2.0}+{-10.0}/{-8.0}/pair_expected_work_power<{-10.0}/{13.0}<{-12.0}>{-7.0}*{15.0}-{-13.0}-{-2.0}>{5.0}*{-3.0}-{11.0}-operation_work_requiredEOS,pair_number_of_alternative_machinesjob_lateness_penalty{8.0}{-14.5}machine_capacity{14.5}NULLmachine_replacement_cooldown{6.0}EOSjob_earliness_penalty{13.5}{14.0}>operation_work_required{-13.0}machine_cooldownmachine_capacity{-12.5}EOS{-12.0}{1.0}{1.5}<{-9.0}machine_capacity{3.0}{-9.5}job_relative_deadline{10.5}{10.0}EOS,0.03125
4,{13.0}*{5.0}>{7.0}>{12.0}+operation_windup/{-4.0}+{-9.0}-pair_number_of_alternative_operations-{-10.0}-{4.0}+pair_expected_work_power*{5.0}/{-1.0}<{-6.0}+{3.0}>pair_number_of_alternative_operationsEOS,pair_number_of_alternative_machines{7.5}{8.0}{-6.5}{12.0}{-4.0}{-10.0}){-3.0}{7.5}{-9.0}{-6.0}{14.0}{5.5}operation_work_required{-6.0}machine_cooldownpair_expected_processing_time{-12.5}{2.5}{-12.0}{1.0}{11.0}operation_work_requiredpair_expected_processing_timemachine_capacity{3.0}{-9.5}{12.5}{-1.0}{10.0}{-15.0},0.0
5,{13.0}*{5.0}>{7.0}>{12.0}+operation_windup/{-4.0}+{-9.0}-pair_number_of_alternative_operations-{-10.0}-{4.0}+pair_expected_work_power*{5.0}/{-1.0}<{-6.0}+{3.0}>pair_number_of_alternative_operationsEOS,pair_number_of_alternative_machines<{8.0}{-6.5}{12.0}pair_number_of_alternative_operations{-7.5}>{-3.0}{12.5}job_earliness_penalty{-6.0}{14.0}job_earliness_penaltyoperation_work_required{-6.0}machine_cooldownpair_expected_processing_time{-12.5}{2.5}{-12.0}{1.0}{11.0}operation_work_requiredpair_expected_processing_timemachine_capacity{3.0}{-9.5}{12.5}{-1.0}>{-13.5},0.0
4,{13.0}<warehouse_utilization_rate<{7.0}<{-13.0}/{2.0}+{12.0}-{6.0}<{-14.0}-{2.0}<job_delivery_relaxation<{-3.0}*{-5.0}*{0.0}<job_lateness_penalty/{9.0}<machine_replacement_cooldownEOS,pair_number_of_alternative_machinesjob_lateness_penalty{8.0}{-5.0}{12.0}{6.5}{-14.0}{6.0}{6.0}{12.5}{-9.5}operation_work_required{14.0}machine_replacement_cooldownoperation_work_required{9.0}machine_cooldownNULL{-12.5}EOS{-12.0}{1.0}{11.0}operation_work_required{4.5}{6.5}{3.0}{6.0}{-2.5}{-4.0}{10.0}EOS,0.03125
5,{13.0}<warehouse_utilization_rate<{7.0}<{-13.0}/{2.0}+{12.0}-{6.0}<{-14.0}-{2.0}<job_delivery_relaxation<{-3.0}*{-5.0}*{0.0}<job_lateness_penalty/{9.0}<machine_replacement_cooldownEOS,pair_number_of_alternative_machinesjob_lateness_penalty{8.0}NULL{12.0}{10.5}{-14.0}{6.0}{6.0}{12.5}{-9.5}{4.5}{14.0}job_earliness_penaltyoperation_work_required{9.0}machine_cooldownjob_relative_deadline{-12.5}{2.5}{-12.0}{1.0}{11.0}operation_work_required{4.5}{6.5}{3.0}{6.0}job_relative_deadline{-4.0}>EOS,0.03125
4,{13.0}<{-6.0}-{-13.0}<{10.0}/operation_cooldown>{-8.0}*warehouse_utilization_rate*{-1.0}>job_lateness_penalty*{9.0}+{-6.0}/operation_cooldown*job_remaining_work_to_complete*{15.0}/{4.0}/operation_cooldownEOS,pair_number_of_alternative_machines{12.0}{8.0}{-5.0}{12.0}{-4.0}NULL{6.0}{-3.0}{12.5}{-10.0}{-6.0}{14.0}>job_earliness_penalty{9.0}{5.0}pair_expected_processing_time{-12.5}EOS{-12.0}{1.0}{11.0}operation_work_required{-14.0}{-13.0}{3.0}{11.0}{-2.5}{-4.0}{10.0}EOS,0.03125
5,{13.0}<{-6.0}-{-13.0}<{10.0}/operation_cooldown>{-8.0}*warehouse_utilization_rate*{-1.0}>job_lateness_penalty*{9.0}+{-6.0}/operation_cooldown*job_remaining_work_to_complete*{15.0}/{4.0}/operation_cooldownEOS,>-{8.0}{-6.0}{12.0}pair_number_of_alternative_operationsNULL{6.0}{6.0}EOSjob_earliness_penalty{-6.0}{14.0}{12.5}operation_work_required{9.0}machine_cooldownmachine_capacity{-12.5}EOS{-12.0}{1.0}{11.0}operation_work_required{-14.0}{-13.0}{-9.0}{-9.5}{-2.5}{-4.0}{10.0}EOS,0.03125
4,{13.0}<{-7.0}>{-6.0}*operation_cooldown>operation_cooldown+{9.0}*{-8.0}-{-10.0}-{2.0}-{-12.0}*{13.0}>{14.0}<{12.0}>job_relative_deadline<job_remaining_work_to_complete<machine_replacement_cooldownEOS,{5.0}){8.0}{11.5}{12.0}job_earliness_penalty{-7.5}machine_replacement_cooldown{-3.0}{12.5}job_relative_deadline{-6.0}{14.0}>operation_work_required{-6.0}machine_capacitypair_expected_processing_time{-12.5}EOS{-12.0}{1.0}{11.0}operation_work_required{3.5}{-13.0}{3.0}{-9.5}{-2.5}{-4.0}{2.5}{-15.0},0.0
5,{13.0}<{-7.0}>{-6.0}*operation_cooldown>operation_cooldown+{9.0}*{-8.0}-{-10.0}-{2.0}-{-12.0}*{13.0}>{14.0}<{12.0}>job_relative_deadline<job_remaining_work_to_complete<machine_replacement_cooldownEOS,{5.0}<operation_work_required{11.5}{12.0}pair_number_of_alternative_operations{-7.5}>{6.0}{-8.5}job_earliness_penalty{-6.0}{14.0}machine_cooldownoperation_work_required{-6.0}machine_cooldownpair_expected_processing_time{-12.5}{2.5}{-12.0}{1.0}{11.0}operation_work_required{3.5}{6.5}{3.0}{-9.5}{-2.5}{-4.0}{10.0}EOS,0.09375
4,{14.0}*{-13.0}<{-5.0}>{-10.0}+{-5.0}-{-13.0}/{-12.0}>{4.0}>{13.0}/{3.0}+pair_number_of_alternative_machines+{5.0}>machine_current_breakdown_rate*operation_cooldown/{0.0}<{7.0}EOS,pair_number_of_alternative_machinesjob_lateness_penalty{8.0}{-6.5}{12.0}{-4.0}NULL{1.5}{-3.0}{7.5}{-9.5}{-6.0}{1.0}{12.5}job_earliness_penalty{9.0}{5.0}NULL{-12.5}{12.5}{-12.0}{1.0}{11.0}operation_work_required{13.0}{-13.0}{3.0}{11.0}{-2.5}{-1.0}{2.5}EOS,0.03125
5,{14.0}*{-13.0}<{-5.0}>{-10.0}+{-5.0}-{-13.0}/{-12.0}>{4.0}>{13.0}/{3.0}+pair_number_of_alternative_machines+{5.0}>machine_current_breakdown_rate*operation_cooldown/{0.0}<{7.0}EOS,machine_cooldownjob_lateness_penalty{8.0}{-14.5}{12.0}{-4.0}NULL{1.5}{-3.0}{-5.0}{-9.5}{-6.0}{1.0}{12.5}job_earliness_penalty{9.0}{5.0}job_delivery_relaxation{-12.5}{12.5}{-12.0}{1.0}{11.0}{1.0}{13.0}{-13.0}{3.0}{-9.5}{-2.5}operation_work_required{2.5}EOS,0.03125
4,{14.0}*{5.0}/{14.0}/{6.0}<machine_capacity<job_delivery_relaxation-pair_expected_work_power*{0.0}>{3.0}+{6.0}*{-8.0}-{-10.0}/{11.0}*job_earliness_penalty<pair_number_of_alternative_operations/{-12.0}EOS,pair_number_of_alternative_machines{12.0}{8.0}{-6.0}{12.0}{14.0}{-14.0}{6.0}{6.0}{-6.5}{0.5}{-6.0}{14.0}{12.5}operation_work_required{-13.0}machine_capacitypair_expected_processing_time{-7.0}{12.5}{-12.0}{1.0}>pair_number_of_alternative_operations{3.5}{-13.0}{-9.0}{-9.5}{-2.5}/{10.0}{4.0},0.03125
5,{14.0}*{5.0}/{14.0}/{6.0}<machine_capacity<job_delivery_relaxation-pair_expected_work_power*{0.0}>{3.0}+{6.0}*{-8.0}-{-10.0}/{11.0}*job_earliness_penalty<pair_number_of_alternative_operations/{-12.0}EOS,NULL{-1.0}{8.0}{-6.0}{-6.0}{14.0}NULL{6.0}{6.0}EOS{4.0}{-6.0}{14.0}{12.5}operation_work_required{1.0}machine_cooldownpair_expected_processing_time{-7.0}{12.5}){1.0}{1.5}pair_number_of_alternative_operations{13.0}{-1.5}{-3.0}{-9.5}{-2.5}/{10.0}{4.0},0.03125
4,{14.0}+{-4.0}+pair_expected_processing_time-job_time_alive/{13.0}*{9.0}-{1.0}>{-1.0}/{10.0}/{-3.0}+{1.0}/{-11.0}-{-11.0}>pair_number_of_alternative_operations*pair_expected_work_power>machine_current_breakdown_rateEOS,pair_number_of_alternative_machines{12.0}{8.0}{-5.0}{-3.0}job_earliness_penaltyNULL{6.0}{-7.0}{12.5}{-9.5}{-6.0}pair_number_of_alternative_operations>operation_work_required{-13.0}machine_cooldownjob_delivery_relaxation{-12.5}EOS{-12.0}{1.0}{11.0}operation_work_requiredpair_expected_processing_time{6.5}{3.0}{3.5}{-2.5}{10.5}{2.5}{10.0},0.03125
5,{14.0}+{-4.0}+pair_expected_processing_time-job_time_alive/{13.0}*{9.0}-{1.0}>{-1.0}/{10.0}/{-3.0}+{1.0}/{-11.0}-{-11.0}>pair_number_of_alternative_operations*pair_expected_work_power>machine_current_breakdown_rateEOS,pair_number_of_alternative_machinespair_number_of_alternative_operations{8.0}{-5.0}{-12.0}job_earliness_penaltyNULL{6.0}{-7.0}{12.5}job_earliness_penalty{-6.0}{14.0}>operation_work_required{-13.0}machine_cooldownNULL{-12.5}EOS{-12.0}{1.0}{4.5}operation_work_required{-14.0}{6.5}{3.0}{3.5}job_relative_deadline{10.5}>{4.0},0.03125
4,{14.0}/{-2.0}<{14.0}<{-10.0}>{8.0}-{-11.0}*{13.0}*{15.0}*{0.0}*{14.0}*{4.0}+machine_replacement_cooldown+{-7.0}<{14.0}<{-5.0}>job_earliness_penaltyEOS,pair_number_of_alternative_machines{12.0}{8.0}{-6.5}{-13.5}job_earliness_penalty{-4.5}job_remaining_work_to_complete{-7.0}{12.5}{10.5}{-6.0}{14.0}>{7.0}{-6.0}{5.0}pair_expected_processing_time{-12.5}{12.5}{-12.0}{1.0}{11.0}operation_work_requiredpair_expected_processing_timemachine_capacity{3.0}{-9.5}{-2.5}{10.5}{10.0}{-15.0},0.0
5,{14.0}/{-2.0}<{14.0}<{-10.0}>{8.0}-{-11.0}*{13.0}*{15.0}*{0.0}*{14.0}*{4.0}+machine_replacement_cooldown+{-7.0}<{14.0}<{-5.0}>job_earliness_penaltyEOS,pair_number_of_alternative_machines{12.0}{8.0}{12.0}{-3.0}job_earliness_penalty{-4.5}>{6.0}{12.5}{10.5}{-6.0}{14.0}>{7.0}{-5.0}machine_cooldownpair_expected_processing_time{-12.5}{12.5}{-12.0}{1.0}{11.0}operation_work_requiredpair_expected_processing_timemachine_capacity{-9.0}{-9.5}{-2.5}{10.5}{10.0}{-15.0},0.03125
4,{14.0}>{9.0}>{10.0}>{-8.0}-{10.0}>operation_windup-job_earliness_penalty*{-4.0}+operation_cooldown>{-6.0}+{-5.0}+machine_current_breakdown_rate*warehouse_utilization_rate-{7.0}<pair_expected_work_power+{0.0}EOS,pair_number_of_alternative_machines{7.5}{8.0}{-6.0}{12.0}{-4.0}NULL{1.5}{6.0}{12.5}job_earliness_penalty{-6.0}{-3.0}machine_replacement_cooldownoperation_work_requiredoperation_cooldownmachine_cooldownNULL*pair_expected_processing_time{-12.0}{1.0}{11.0}<pair_expected_processing_time{-13.0}{3.0}{-9.5}{-2.5}{-4.0}{2.5}{-7.5},0.0
5,{14.0}>{9.0}>{10.0}>{-8.0}-{10.0}>operation_windup-job_earliness_penalty*{-4.0}+operation_cooldown>{-6.0}+{-5.0}+machine_current_breakdown_rate*warehouse_utilization_rate-{7.0}<pair_expected_work_power+{0.0}EOS,pair_number_of_alternative_machines{7.5}{8.0}{-6.0}{12.0}{-4.0}NULL{1.5}pair_expected_work_power{12.5}job_earliness_penalty{-6.0}{-3.0}{-10.0}operation_work_requiredoperation_cooldownmachine_cooldownNULL*{-1.5}{-12.0}{1.0}{11.0}<job_earliness_penalty+{-9.0}{-9.5}{-2.5}{10.5}>{-7.5},0.0
4,{15.0}+{13.0}<{5.0}-{-15.0}<{4.0}<job_remaining_work_to_complete*{-10.0}/{-12.0}<{11.0}-{2.0}+{-9.0}<{3.0}/{0.0}>{6.0}<{-10.0}>{-12.0}EOS,pair_number_of_alternative_machines{12.0}{8.0}{-6.5}{12.0}job_earliness_penalty{-7.5}{6.0}{-3.0}{12.5}{2.0}{-6.0}pair_number_of_alternative_operations>operation_work_requiredpair_expected_work_powermachine_cooldownpair_expected_processing_time{-12.5}EOS{-12.0}{1.0}{11.0}operation_work_requiredpair_expected_processing_time{-13.0}{3.0}{-9.5}{-2.5}{10.5}{10.0}job_time_alive,0.0
5,{15.0}+{13.0}<{5.0}-{-15.0}<{4.0}<job_remaining_work_to_complete*{-10.0}/{-12.0}<{11.0}-{2.0}+{-9.0}<{3.0}/{0.0}>{6.0}<{-10.0}>{-12.0}EOS,pair_number_of_alternative_machines{-0.5}{8.0}{-6.5}{12.0}job_earliness_penalty{-7.5}{-11.5}{6.0}EOS{2.0}{-6.0}machine_capacity>operation_work_required{-13.0}machine_cooldownpair_expected_processing_time{-12.5}EOS{-12.0}{1.0}{4.5}operation_work_required{4.5}{6.5}{3.0}{-9.5}{-2.5}{10.5}{10.0}job_time_alive,0.0
4,{15.0}/{10.0}/{-2.0}*job_relative_deadline*{-4.0}-{-2.0}*{-1.0}+{5.0}-{5.0}-{14.0}-{-10.0}/{-13.0}+{7.0}-{5.0}-{5.0}<{6.0}EOS,>{-6.5}{8.0}{-5.0}{-13.5}NULL{7.0}machine_replacement_cooldown{6.0}{12.5}{15.0}{-6.0}{1.0}{7.0}job_earliness_penalty{-14.5}job_lateness_penaltypair_expected_processing_time{-12.5}pair_expected_processing_time{-12.0}{1.0}{11.0}operation_work_requiredpair_expected_processing_time{-13.0}{3.0}{6.0}{-2.5}{-1.0}{10.0}{10.0},0.0
5,{15.0}/{10.0}/{-2.0}*job_relative_deadline*{-4.0}-{-2.0}*{-1.0}+{5.0}-{5.0}-{14.0}-{-10.0}/{-13.0}+{7.0}-{5.0}-{5.0}<{6.0}EOS,>pair_number_of_alternative_operations{8.0}{-6.0}{-13.5}job_earliness_penalty{7.0}machine_replacement_cooldown{6.0}{12.5}job_earliness_penalty{-6.0}{14.0}job_earliness_penaltyoperation_work_required{-14.5}job_lateness_penaltypair_expected_processing_time{-12.5}{2.5}{-12.0}{1.0}{-9.5}operation_work_requiredpair_expected_processing_time{-13.0}{3.0}{-9.5}{-2.5}{14.0}{10.0}{-4.5},0.0
4,{2.0}*{-13.0}>{0.0}>{-2.0}*{8.0}*{1.0}-{-12.0}>machine_replacement_cooldown-{-2.0}>{0.0}*{-14.0}*{-3.0}>{7.0}>{-14.0}>{13.0}*{3.0}EOS,pair_number_of_alternative_machines{12.0}{8.0}{-5.0}{-13.5}NULL{-7.5}>{-3.0}{12.5}{10.5}{-6.0}{14.0}{5.5}{-10.5}{-6.0}machine_capacitypair_expected_processing_time{-12.5}{12.5}{-12.0}{1.0}><{3.5}{-13.0}{3.0}{3.5}{-2.5}{14.0}{10.0}{10.0},0.0
5,{2.0}*{-13.0}>{0.0}>{-2.0}*{8.0}*{1.0}-{-12.0}>machine_replacement_cooldown-{-2.0}>{0.0}*{-14.0}*{-3.0}>{7.0}>{-14.0}>{13.0}*{3.0}EOS,pair_number_of_alternative_machines<{8.0}{-6.0}{12.0}pair_number_of_alternative_operations{-7.5}>{-3.0}{12.5}job_earliness_penalty{-6.0}{14.0}{5.5}{-10.5}operation_cooldownmachine_capacitypair_expected_processing_time{-12.5}EOS{-12.0}{1.0}><{4.5}{-13.0}{3.0}{-9.5}machine_cooldown{14.0}{10.0}{4.0},0.0
4,{2.0}*{-6.0}*{5.0}+{-5.0}/pair_expected_processing_time+{3.0}-{13.0}/operation_windup+{-7.0}>{1.0}/{-1.0}*{-7.0}*{11.0}+{13.0}+{-3.0}/machine_capacityEOS,pair_number_of_alternative_machines<operation_work_required{-6.0}{12.0}{-4.0}NULL{1.5}{5.5}{7.5}job_earliness_penalty{-6.0}{14.0}>operation_work_required{-6.0}machine_cooldownpair_number_of_alternative_operationsmachine_replacement_cooldownEOS{-12.0}{1.0}{-10.0}{14.0}{4.5}machine_capacity{-9.0}{-9.5}{12.5}{-4.0}{10.0}{10.0},0.0
5,{2.0}*{-6.0}*{5.0}+{-5.0}/pair_expected_processing_time+{3.0}-{13.0}/operation_windup+{-7.0}>{1.0}/{-1.0}*{-7.0}*{11.0}+{13.0}+{-3.0}/machine_capacityEOS,NULL<operation_work_requiredmachine_current_breakdown_rate{12.0}{-4.0}NULL{-15.0}{6.0}EOSjob_earliness_penalty{-6.0}{14.0}machine_cooldownoperation_work_required{-6.0}machine_cooldownpair_number_of_alternative_operations{-15.0}EOS{-12.0}{1.0}{-10.0}{14.0}{4.5}machine_capacity{-9.0}{-9.5}{12.5}operation_work_required{10.0}{10.0},0.0
4,{2.0}*{-7.0}+{-2.0}<{1.0}/{4.0}/{14.0}-{-13.0}/{9.0}>job_remaining_work_to_complete>{4.0}*{0.0}+{8.0}>{3.0}/{-5.0}>{10.0}/{5.0}EOS,pair_number_of_alternative_machines{-6.5}{8.0}{-6.5}{-3.0}job_earliness_penalty{1.5}job_remaining_work_to_complete{-3.0}{12.5}job_earliness_penalty{-6.0}pair_number_of_alternative_operations>operation_work_requiredpair_expected_work_powermachine_cooldownpair_number_of_alternative_operations{-12.5}EOS{-12.0}{1.0}{11.0}operation_work_required{3.5}{6.5}{3.0}{-9.5}{-2.5}{10.5}{10.0}{10.0},0.0
